Hospital,Average_Billing,Total_Billing,Patient_Count
Strong-Stokes,38048.4269503665,38048.4269503665,1
"Stuart Davenport, Leblanc and",31498.310072422177,31498.310072422177,1
Stuart Group,41097.69149782237,41097.69149782237,1
Stuart Inc,33991.20175540486,33991.20175540486,1
"Stuart Mack, Horn and",28822.918941054293,28822.918941054293,1
"Stuart White, and Dalton",17908.13543101806,17908.13543101806,1
"Stuart Wolf and Clark,",36849.55396833126,36849.55396833126,1
"Stuart and Bell, Mendoza",14397.98437028547,28795.96874057094,2
Stuart-Fuller,12505.567490032374,12505.567490032374,1
Stuart-Mathis,21784.63052815382,21784.63052815382,1
Stuart-Mooney,31160.96193526147,31160.96193526147,1
Stuart-Robertson,43236.4207378327,43236.4207378327,1
Stuart-Wallace,45641.09208437015,91282.1841687403,2
Stuart-Walters,16614.73868902948,16614.73868902948,1
"Suarez Dillon Martinez, and",38990.85521939585,38990.85521939585,1
Suarez Group,36681.494019094425,110044.48205728328,3
Suarez Inc,40170.0677860682,40170.0677860682,1
Suarez LLC,28996.703884107534,57993.40776821507,2
Suarez Ltd,47628.62758763718,47628.62758763718,1
"Suarez, Mckinney Lee and",28152.73540577409,28152.73540577409,1
Suarez-Anderson,31229.13283826017,31229.13283826017,1
Suarez-Becker,14483.776109626326,14483.776109626326,1
Suarez-Bryan,16040.847364985584,32081.69472997117,2
Suarez-Chavez,10709.693607840283,10709.693607840283,1
Suarez-Flores,4714.81816237563,4714.81816237563,1
Suarez-Hickman,48260.84376248425,48260.84376248425,1
Suarez-Lambert,22913.24699370717,22913.24699370717,1
Suarez-Moore,9598.114745281337,9598.114745281337,1
Suarez-Nelson,17732.469366062764,17732.469366062764,1
Suarez-Proctor,14736.295687993908,14736.295687993908,1
Sullivan Group,36269.73702977324,108809.21108931972,3
"Sullivan Henderson Lloyd, and",21965.14740481409,43930.29480962818,2
"Sullivan Jackson, Black and",25488.18631809129,25488.18631809129,1
"Sullivan Juarez, and Rivera",47318.52731517166,47318.52731517166,1
Sullivan LLC,24464.260756038704,48928.52151207741,2
Sullivan Ltd,26920.489932226872,107681.95972890749,4
"Sullivan Mullins, Macias and",25796.869669293414,25796.869669293414,1
Sullivan PLC,12754.449817722405,63772.24908861203,5
"Sullivan Page Martin, and",27923.075402417988,27923.075402417988,1
"Sullivan Phillips, King and",32477.266054928517,32477.266054928517,1
"Sullivan Riley, Allison and",29609.591393230752,29609.591393230752,1
"Sullivan Sanders, Dougherty and",29299.82439226248,29299.82439226248,1
"Sullivan Tran and Matthews,",15293.100012382112,15293.100012382112,1
"Sullivan and Brown Jennings,",1493.537059043433,1493.537059043433,1
"Sullivan and Daniels Hart,",19218.109627027174,19218.109627027174,1
"Sullivan and Miller, Ray",23690.029990948937,23690.029990948937,1
Sullivan and Sons,15850.953666718498,15850.953666718498,1
"Sullivan and Walter, Love",13691.528300330983,13691.528300330983,1
"Sullivan and Young Gonzalez,",2176.118145963133,4352.236291926266,2
"Sullivan, Coleman Munoz and",25176.64922750834,25176.64922750834,1
"Sullivan, Gay Sanchez and",43468.924374150745,43468.924374150745,1
"Sullivan, Mason Roach and",14176.685637676292,14176.685637676292,1
"Sullivan, Rodriguez and Richardson",15484.071748911,15484.071748911,1
"Sullivan, and Butler Kidd",48145.00751501201,48145.00751501201,1
"Sullivan, and Howard Scott",35950.63802978159,35950.63802978159,1
"Sullivan, and Mcintosh Lin",14378.510499230704,14378.510499230704,1
"Sullivan, and Wilson Reynolds",47905.73072519038,47905.73072519038,1
Sullivan-Barnes,34351.40053008685,34351.40053008685,1
Sullivan-Barnett,7943.51657921622,7943.51657921622,1
Sullivan-Bell,10736.120596383153,10736.120596383153,1
Sullivan-Benjamin,44221.20253469023,44221.20253469023,1
Sullivan-Bright,50189.21138907088,50189.21138907088,1
Sullivan-Burke,12909.927991866984,12909.927991866984,1
Sullivan-Burnett,10094.253919942945,20188.50783988589,2
Sullivan-Cooley,45727.04077061006,45727.04077061006,1
Sullivan-Crosby,45304.38949757763,45304.38949757763,1
Sullivan-Gibson,48929.15002612388,97858.30005224777,2
Sullivan-Graham,47988.84920946791,95977.69841893582,2
Sullivan-Guzman,4551.660738596926,9103.321477193853,2
Sullivan-Holder,47802.42074714044,47802.42074714044,1
Sullivan-Holloway,46904.9631603492,46904.9631603492,1
Sullivan-Jackson,17827.909329342943,17827.909329342943,1
Sullivan-Jones,25267.35655928827,25267.35655928827,1
Sullivan-Jordan,13164.81897541959,26329.63795083918,2
Sullivan-Keller,6475.261552522066,6475.261552522066,1
Sullivan-Krueger,10572.405960520133,10572.405960520133,1
Sullivan-Larson,42205.56142366502,42205.56142366502,1
Sullivan-Lewis,2620.845932035569,2620.845932035569,1
Sullivan-Miller,24389.43626041535,48778.8725208307,2
Sullivan-Ortiz,9937.293431614124,9937.293431614124,1
Sullivan-Sawyer,49687.24791306295,49687.24791306295,1
Sullivan-Snow,30789.048360057637,30789.048360057637,1
Sullivan-Sullivan,26309.909009810955,26309.909009810955,1
Sullivan-Thomas,36096.25457351251,108288.76372053752,3
"Summers Clark, Hughes and",40645.41568989024,40645.41568989024,1
"Summers Cross Lopez, and",50878.92054311462,50878.92054311462,1
Summers Group,19097.03568260201,19097.03568260201,1
"Summers Kennedy Williams, and",26868.56298490637,26868.56298490637,1
"Summers Wade, Proctor and",46206.964360507205,46206.964360507205,1
"Summers and Rodriguez, Williams",9543.728730778636,9543.728730778636,1
Summers-Frank,24758.995011652,24758.995011652,1
Summers-Gibson,14311.812675931717,14311.812675931717,1
Summers-Hernandez,34908.9200679528,69817.8401359056,2
Summers-Johnson,31810.5612056143,31810.5612056143,1
Summers-Mendoza,8645.235868573574,8645.235868573574,1
Summers-Ortega,2737.160536537671,2737.160536537671,1
Summers-Patel,30490.761608913588,30490.761608913588,1
Summers-Smith,19122.69969854993,19122.69969854993,1
"Sutton Cervantes and Riddle,",13442.700606800818,13442.700606800818,1
Sutton Inc,32778.16764562532,32778.16764562532,1
Sutton LLC,26074.988911409928,104299.95564563971,4
Sutton Ltd,8927.980299742037,8927.980299742037,1
"Sutton Martin and Miranda,",1050.509769856797,1050.509769856797,1
"Sutton Meyer, Rogers and",5926.325860177603,5926.325860177603,1
"Sutton Miller and Liu,",33772.647789789495,33772.647789789495,1
"Sutton Romero and Lawson,",5102.9852540336105,10205.970508067221,2
"Sutton Sherman, and Ross",33605.84576778918,33605.84576778918,1
"Sutton and Gordon Singleton,",10238.81869044162,10238.81869044162,1
"Sutton, Barron and Bell",23664.5198519278,47329.0397038556,2
"Sutton, Oliver and Howe",13616.035471230272,13616.035471230272,1
"Sutton, and Arroyo Ware",32971.70606449794,32971.70606449794,1
Sutton-Bailey,6761.6195948407385,6761.6195948407385,1
Sutton-Foster,10445.956962048356,10445.956962048356,1
Sutton-Gonzalez,2538.6076467169883,2538.6076467169883,1
Sutton-Hernandez,43603.141178161015,43603.141178161015,1
Sutton-Horton,22059.503622100117,44119.007244200235,2
Sutton-Long,40004.64655753982,40004.64655753982,1
Sutton-Miller,43487.46459434917,43487.46459434917,1
Sutton-Mitchell,34031.73064149966,34031.73064149966,1
Sutton-Morse,32552.832441220547,32552.832441220547,1
Sutton-Olson,40765.59694660156,40765.59694660156,1
Sutton-Reid,22748.343752536923,22748.343752536923,1
Sutton-Richardson,34774.44812936323,34774.44812936323,1
Sutton-Stanley,43157.24873376534,43157.24873376534,1
"Swanson Gonzalez, Shaw and",11490.9725436003,11490.9725436003,1
Swanson Group,43610.27619670562,43610.27619670562,1
Swanson Inc,44663.341827514334,44663.341827514334,1
Swanson LLC,21463.43494206232,21463.43494206232,1
Swanson Ltd,32784.71692685749,65569.43385371497,2
"Swanson Miles Hayes, and",46635.300395403145,46635.300395403145,1
Swanson PLC,30599.901231306132,61199.802462612264,2
"Swanson Poole Ramirez, and",20894.71800758296,20894.71800758296,1
"Swanson Robinson, and Sanchez",4275.173508184887,4275.173508184887,1
"Swanson Taylor, and Russell",48894.91321392396,48894.91321392396,1
"Swanson White Sanders, and",31835.28227025576,31835.28227025576,1
"Swanson and Johnson Daniels,",9424.184987529668,9424.184987529668,1
Swanson and Sons,39695.75546757141,39695.75546757141,1
"Swanson, George Clayton and",33405.46426450168,33405.46426450168,1
"Swanson, Joseph Keller and",8125.58611095047,8125.58611095047,1
"Swanson, Morris and Woodard",22694.524046692823,45389.048093385645,2
Swanson-Anderson,32288.515247105308,32288.515247105308,1
Swanson-Collins,26980.47575173666,53960.95150347332,2
Swanson-Dorsey,22622.44591558612,22622.44591558612,1
Swanson-Dunn,20181.917733378905,40363.83546675781,2
Swanson-Espinoza,43385.18045993226,43385.18045993226,1
Swanson-Ferguson,47870.0570850588,95740.1141701176,2
Swanson-Garcia,26691.47674614257,26691.47674614257,1
Swanson-Holmes,29449.12953819241,29449.12953819241,1
Swanson-Lozano,15465.675736216788,15465.675736216788,1
Swanson-Miles,28939.18130325264,28939.18130325264,1
Swanson-Ramirez,14989.683156923546,29979.36631384709,2
Swanson-Reed,42844.42552589068,42844.42552589068,1
"Sweeney Beltran, Reynolds and",1525.4235330390688,1525.4235330390688,1
Sweeney Group,24475.87170483179,24475.87170483179,1
Sweeney LLC,36334.02035323065,36334.02035323065,1
Sweeney Ltd,33462.72754238685,66925.4550847737,2
Sweeney PLC,5670.951087577918,5670.951087577918,1
Sweeney Sons and,37698.88223729474,37698.88223729474,1
"Sweeney Valencia, Hammond and",19695.573943726133,19695.573943726133,1
"Sweeney Wilson and Taylor,",33844.013034957105,33844.013034957105,1
"Sweeney, and Martin Meza",24872.550043117648,24872.550043117648,1
Sweeney-Bender,37679.06727210128,37679.06727210128,1
Sweeney-Collins,46239.38586121862,46239.38586121862,1
Sweeney-Jackson,7175.233573013257,7175.233573013257,1
Sweeney-Mendez,30238.7300259787,30238.7300259787,1
Sweeney-Robertson,3254.3944346275644,3254.3944346275644,1
Sweeney-Rojas,36737.0614114607,36737.0614114607,1
"Tanner Green Arnold, and",21108.632923512705,21108.632923512705,1
Tanner Group,35955.606525615,35955.606525615,1
"Tanner Smith Miller, and",21561.77238669936,21561.77238669936,1
"Tanner and Walker Wallace,",31697.0636283442,31697.0636283442,1
"Tanner and Wilson Espinoza,",51026.36393078652,51026.36393078652,1
"Tanner, Brown and Welch",23465.42125059609,23465.42125059609,1
"Tanner, and Davis Ray",43136.56667061486,43136.56667061486,1
"Tanner, and Huang Brown",28631.502116015028,28631.502116015028,1
Tanner-Cox,16557.034126837636,49671.10238051291,3
Tanner-Mendoza,23973.74055650079,23973.74055650079,1
Tanner-Whitaker,22356.45765212016,22356.45765212016,1
Tapia Inc,13961.351334487665,13961.351334487665,1
Tapia Ltd,27566.55455261184,27566.55455261184,1
"Tapia and Davis, Wiley",3068.3632426593845,3068.3632426593845,1
Tapia-Cole,23156.28586320265,23156.28586320265,1
Tapia-Cook,34646.64377474538,34646.64377474538,1
Tapia-Crosby,13653.025231863325,13653.025231863325,1
Tapia-Green,1809.398638156713,1809.398638156713,1
Tapia-Holland,4374.224759620011,4374.224759620011,1
Tapia-King,33202.15980899792,33202.15980899792,1
"Tate Flynn, and Wiggins",6360.037472690425,6360.037472690425,1
Tate Group,29432.407730310537,58864.815460621074,2
Tate Ltd,25696.30302913641,25696.30302913641,1
"Tate Morales Navarro, and",43012.83137748443,86025.66275496886,2
Tate PLC,13535.397106015853,27070.794212031706,2
"Tate Pierce and Jackson,",23734.854011553456,23734.854011553456,1
"Tate Pratt and Duncan,",5362.66561838559,5362.66561838559,1
"Tate Wolf, and Thompson",21674.92984484768,21674.92984484768,1
"Tate and Brady Jackson,",11620.707910920431,11620.707910920431,1
"Tate and Dunn, Davis",30649.38074723103,30649.38074723103,1
"Tate and Walker Mendez,",26349.086707735674,26349.086707735674,1
Tate-Cooper,29691.815213841943,29691.815213841943,1
Tate-Davis,47775.11320829321,47775.11320829321,1
Tate-Duncan,16515.530444100885,16515.530444100885,1
Tate-Jensen,41000.63897354291,41000.63897354291,1
Tate-Johnson,40508.78896080362,40508.78896080362,1
Tate-Miller,19155.284186757428,19155.284186757428,1
Tate-Payne,40112.14555969235,40112.14555969235,1
Tate-Phillips,12785.653231159788,12785.653231159788,1
Tate-Reese,33345.64727229155,33345.64727229155,1
Tate-Spence,43857.60588420114,43857.60588420114,1
Tate-Thomas,42145.33490095016,42145.33490095016,1
Tate-Thompson,15588.992946576229,15588.992946576229,1
"Taylor Avila, and Moody",19897.23600772197,19897.23600772197,1
"Taylor Bates and Gross,",13790.624955152907,27581.249910305814,2
"Taylor Benton and Watson,",25806.83259395204,25806.83259395204,1
"Taylor Buck and Kirk,",47861.18919274836,47861.18919274836,1
"Taylor Cooper, Stewart and",2999.148972204736,2999.148972204736,1
"Taylor Dougherty Terry, and",1543.9470870534171,1543.9470870534171,1
"Taylor Espinoza and Villegas,",47414.187671739135,47414.187671739135,1
"Taylor Francis, and Phillips",48305.51955656662,48305.51955656662,1
"Taylor Frye Curtis, and",27999.432589226777,27999.432589226777,1
"Taylor Graham Riley, and",3336.917462302382,3336.917462302382,1
Taylor Group,25258.16813021846,126290.8406510923,5
"Taylor Hammond and Hernandez,",49233.428772882005,98466.85754576401,2
"Taylor Holden and Benitez,",43627.00336638248,43627.00336638248,1
"Taylor Hughes and Smith,",20268.68168380596,20268.68168380596,1
Taylor Inc,17782.162490286508,160039.46241257858,9
"Taylor Johnson, Beasley and",44211.016696409504,44211.016696409504,1
"Taylor Jones, and Ferguson",20425.700808297304,20425.700808297304,1
"Taylor Jones, and Howard",32550.804077013658,32550.804077013658,1
"Taylor Jones, and Johnson",10819.216371232034,10819.216371232034,1
"Taylor Keith and Wood,",44852.79250242527,44852.79250242527,1
Taylor LLC,12534.407804921899,87740.8546344533,7
Taylor Ltd,22859.834079542536,342897.511193138,15
"Taylor Marquez and Gardner,",20377.06806883408,20377.06806883408,1
"Taylor Mcgee Taylor, and",11809.309420104904,11809.309420104904,1
"Taylor Mcintosh and Ross,",14265.93681336909,14265.93681336909,1
"Taylor Molina, and Martinez",43875.84192309879,43875.84192309879,1
"Taylor Morales, and Adams",11725.122010565425,11725.122010565425,1
"Taylor Morales, and Stewart",31737.546853994896,31737.546853994896,1
"Taylor Murphy, Gibson and",1028.8247294413943,1028.8247294413943,1
"Taylor Nichols, Mason and",41034.43965606435,82068.8793121287,2
"Taylor Olson, and Payne",19674.0695923608,19674.0695923608,1
Taylor PLC,31386.663669069396,282479.97302162455,9
"Taylor Patel Mendoza, and",26629.60657062065,26629.60657062065,1
"Taylor Reyes and Bowers,",9747.668092827733,9747.668092827733,1
"Taylor Rose and Harrington,",28263.537261879854,28263.537261879854,1
"Taylor Sanchez, and Lopez",35426.35509969765,35426.35509969765,1
"Taylor Simpson, and Rodriguez",20855.432717945176,20855.432717945176,1
"Taylor Small, Lin and",9981.590234689053,19963.180469378105,2
"Taylor Smith Hernandez, and",10688.312337471903,10688.312337471903,1
"Taylor Smith and Vasquez,",27358.759723889903,27358.759723889903,1
Taylor Sons and,46075.94173681612,46075.94173681612,1
"Taylor Torres Valenzuela, and",45432.62293312626,45432.62293312626,1
"Taylor Walsh Hawkins, and",25648.04376360948,25648.04376360948,1
"Taylor Werner, and Wade",49929.89562827811,49929.89562827811,1
"Taylor Wheeler Ryan, and",30146.958119617808,30146.958119617808,1
"Taylor Williams and Brown,",25522.36543326036,25522.36543326036,1
"Taylor Wilson, and Howell",47347.00401536184,47347.00401536184,1
"Taylor and Alexander Wade,",7796.024941216896,7796.024941216896,1
"Taylor and Ashley, Bishop",31676.31599307712,31676.31599307712,1
"Taylor and Boyd Carroll,",6184.243896268377,6184.243896268377,1
"Taylor and Holmes, Hickman",19835.47023751333,19835.47023751333,1
"Taylor and Jones, Harris",33187.08692198472,33187.08692198472,1
"Taylor and Medina, Thornton",45270.51411840687,45270.51411840687,1
"Taylor and Mercado, Barnes",2915.2156944410635,2915.2156944410635,1
"Taylor and Perez Ewing,",20245.78009259909,20245.78009259909,1
"Taylor and Scott Bowman,",48687.01013698123,48687.01013698123,1
"Taylor and Thomas Perry,",32181.383904306364,32181.383904306364,1
"Taylor and Watts, Ellis",3596.5073269739555,3596.5073269739555,1
"Taylor and Williams, Graham",16563.174064305877,16563.174064305877,1
"Taylor, Benson Rivera and",44679.50652012524,44679.50652012524,1
"Taylor, Boyle Dalton and",43935.22690507995,87870.4538101599,2
"Taylor, Brown Martinez and",20366.86041622685,20366.86041622685,1
"Taylor, Bush and Campos",14055.91757343826,14055.91757343826,1
"Taylor, Cook and Hicks",45239.849840314695,45239.849840314695,1
"Taylor, Garcia and York",27993.87967478671,27993.87967478671,1
"Taylor, Johnson Green and",11171.05960930416,11171.05960930416,1
"Taylor, Jordan Ochoa and",30673.706173524497,30673.706173524497,1
"Taylor, Lopez and Sheppard",29535.320477811936,29535.320477811936,1
"Taylor, Miller and Barnett",22288.250736846763,22288.250736846763,1
"Taylor, Reilly and Reyes",12330.818923635336,12330.818923635336,1
"Taylor, Ross and Jones",21622.88271746064,21622.88271746064,1
"Taylor, Sanchez and Jackson",6260.09256632979,6260.09256632979,1
"Taylor, Smith and Maddox",25252.77882603149,50505.55765206298,2
"Taylor, Turner Johnson and",24650.593701822585,49301.18740364517,2
"Taylor, Walker Thomas and",31739.061827702848,31739.061827702848,1
"Taylor, Walker and West",15242.985825703912,15242.985825703912,1
"Taylor, Williams and Zavala",45408.02295528977,45408.02295528977,1
"Taylor, and Alexander Pratt",3616.9709887368567,3616.9709887368567,1
"Taylor, and Brown Mills",28111.453131620216,28111.453131620216,1
